long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,40620286;-34,61021924;861;PODESTA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4861 6209;;;RIVADAVIA;2802;;RIVADAVIA AV. 2802;Balvanera;Comuna 3;1203;C1203AAN
-58,38073683;-34,60704576;2449;POKER;RESTAURANTE;;;4326 8620;;;PELLEGRINI CARLOS;111;;PELLEGRINI, CARLOS 111;San Nicolas;Comuna 1;1009;C1009ABC
-58,38779627;-34,60417503;2448;POLITEAMA;RESTAURANTE;TRADICIONAL;MODERNO;4371 9779;;;CORRIENTES;1496;;CORRIENTES AV. 1496;San Nicolas;Comuna 1;1042;C1042AAN
-58,45557344;-34,56314915;546;POMPEII;RESTAURANTE;INTERNACIONAL;MODERNO;4788 9009;;;CABILDO;1985;;CABILDO AV. 1985;Belgrano;Comuna 13;1428;C1428AAB
-58,40005289;-34,58479279;1890;POMPEII;RESTAURANTE;MINUTAS;MODERNO;;;;LAS HERAS GRAL.;2601;;LAS HERAS GENERAL AV. 2601;Recoleta;Comuna 2;1425;C1425ASD
-58,44513728;-34,62976185;1545;POOL ENTRETENIMIENTO;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;;;jueves a domingo de 22 al cierre;DIRECTORIO AV;1240;;DIRECTORIO AV. 1240;Parque Chacabuco;Comuna 7;1406;C1406GZO
-58,38335689;-34,60740215;2450;POR ELLOS;RESTAURANTE;INTERNACIONAL;;4384 8140;;;MITRE BARTOLOME;1189;;MITRE, BARTOLOME 1189;San Nicolas;Comuna 1;1036;C1036AAU
-58,39603008;-34,5888291;1892;POR H O POR B;RESTAURANTE;INTERNACIONAL;;;;;AZCUENAGA;1781;;AZCUENAGA 1781;Recoleta;Comuna 2;1128;C1128AAC
-58,41682198;-34,59562096;395;PORTALS;BAR;;;;;;BULNES;1400;;BULNES 1400;Palermo;Comuna 14;1176;C1176ABZ
-58,39068429;-34,59958969;2451;PORTEÃƒâ€˜ITO;CAFE;TRADICIONAL;MODERNO;4814 1369;;lunes a viernes de 7 a 21;CORDOBA;1652;;CORDOBA AV. 1652;San Nicolas;Comuna 1;1055;C1055AAT
-58,37115281;-34,60545298;2453;PORTO FINO;CAFE;TRADICIONAL;CLASICO PORTEÑO;4342 1672;;;PERON JUAN DOMINGO TTE.;302;;PERON, JUAN DOMINGO, TTE. GENERAL 302;San Nicolas;Comuna 1;1038;C1038AAH
-58,37337214;-34,59616503;2035;PORTO PIRATA;RESTAURANTE;INTERNACIONAL;BRITANICA;4314 1233;;lunes a domingo de 11 al cierre;ALVEAR MARCELO T. De;401;;ALVEAR, MARCELO T. De 401;Retiro;Comuna 1;1058;C1058AAC
-58,40877993;-34,58072331;397;PORTO PIZZA;BAR;PIZZERIA;MODERNO;4800 1112;info@portopizza.com;;SALGUERO JERONIMO;2671;;SALGUERO, JERONIMO 2671;Palermo;Comuna 14;1425;C1425DEK
-58,45131975;-34,56675516;603;PORTO PIZZA;;ITALIANA;MODERNO;4787 3883;;;CABILDO;1532;;CABILDO AV. 1532;Colegiales;Comuna 13;1426;C1426ABP
-58,37109231;-34,60654877;2452;PORTO VELBO;CAFE;SANDWICHERIA;CLASICO PORTEÑO;4342 6150;;lunes a viernes de 7 a 19;MITRE BARTOLOME;301;;MITRE, BARTOLOME 301;San Nicolas;Comuna 1;1036;C1036AAE
-58,42136188;-34,63878446;954;POR USTEDES;;MINUTAS;CLASICO PORTEÑO;;;;GIBSON;4104;;GIBSON 4104;Boedo;Comuna 5;1255;C1255AAF
-58,38632991;-34,58803646;1893;POSADAS BAR;CAFE;TRADICIONAL;CLASICO PORTEÑO;4812 0734;;lunes a domingo de 8 a 1;POSADAS;1402;;POSADAS 1402;Recoleta;Comuna 2;1011;C1011ABJ
-58,37166534;-34,62024682;2619;POSEIDON;BAR;MINUTAS;CLASICO PORTEÑO;4367 7997;edusor@ciudad.com.ar;;BETHLEM;419;;BETHLEM 419;San Telmo;Comuna 1;1103;C1103ABA
-58,43780224;-34,56490024;396;POSITANO;RESTAURANTE;REGIONAL;ITALIANA;4772 7539;;;OLLEROS;1760;;OLLEROS AV. 1760;Palermo;Comuna 14;1426;C1426CRF
-58,39119314;-34,62563083;2088;POSTA GAUCHA;RESTAURANTE;REGIONAL;FOLKLORICO;4884 0045;www.postagaucha.com.ar;;ENTRE RIOS;1444;;ENTRE RIOS AV. 1444;Constitucion;Comuna 1;1133;C1133AAP
-58,38316404;-34,61344548;1460;POSTA IV;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4384 6467;;;SALTA;424;;SALTA 424;Monserrat;Comuna 1;1074;C1074AAJ
-58,39237858;-34,58813962;1895;POSTA RECOLETA;CAFE;PARRILLA;RUSTICA;4802 6214;;lunes a lunes de 8 a 1;JUNIN;1770;;JUNIN 1770;Recoleta;Comuna 2;1113;C1113AAT
-58,45131975;-34,56675516;547;POSTO PIZZA;RESTAURANTE;PIZZERIA;MODERNO;4787 3883;info@postopizza.com;;CABILDO;1532;;CABILDO AV. 1532;Colegiales;Comuna 13;1426;C1426ABP
-58,39098593;-34,63286511;1586;POZO BAR;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4304 4063;;;RONDEAU;1878;;RONDEAU 1878;Parque Patricios;Comuna 4;1245;C1245ABB
-58,4707304;-34,57934725;2765;P & P X 5;RESTAURANTE;PIZZERIA;MODERNO;4553 3320;;lunes a lunes de 12 a 23;DE LOS INCAS;4200;;DE LOS INCAS AV. 4200;Villa Ortuzar;Comuna 15;1427;C1427DNT
-58,40241324;-34,58354949;1894;PRAGA;CAFE;MINUTAS;MODERNO;4805 5364;;lunes a sábado de 7 a 21;LAS HERAS GRAL.;2912;;LAS HERAS GENERAL AV. 2912;Recoleta;Comuna 2;1425;C1425AST
-58,4621838;-34,54471031;1512;PRETO RESTO BAR;RESTAURANTE;INTERNACIONAL;RUSTICA;4704 5338;;;JARAMILLO;1701;;JARAMILLO 1701;Núñez;Comuna 13;1429;C1429CQE
-58,3861748;-34,61352467;1463;PRETTY;RESTAURANTE;MINUTAS;MODERNO;4383 7479;;;BELGRANO;1402;;BELGRANO AV. 1402;Monserrat;Comuna 1;1093;C1093AAP
-58,40405806;-34,59525093;1896;PRETTY NORT;CAFE;MINUTAS;CLASICO PORTEÑO;;;lunes a sábado de 6 a 21;CHARCAS;2599;;CHARCAS 2599;Recoleta;Comuna 2;1425;C1425BMA
-58,39325707;-34,58544203;1897;PRIMAFILA;;ITALIANA;DISEÑO;4804 0055;www.primafilaristorante.com.ar;lunes a domingo de 12 al cierre;PUEYRREDON;2501;;PUEYRREDON AV. 2501;Recoleta;Comuna 2;1119;C1119ACI
-58,38429874;-34,61450116;1461;PRIMER CORTE;RESTAURANTE;INTERNACIONAL;MODERNO;4381 9158;;;VENEZUELA;1290;;REPUBLICA BOLIVARIANA DE VENEZUELA 1290;Monserrat;Comuna 1;1095;C1095AAZ
-58,39472747;-34,59709743;1898;PRIMER EURO;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4815 0727;;;RIOBAMBA;1019;;RIOBAMBA 1019;Recoleta;Comuna 2;1116;C1116ABE
-58,40561825;-34,58702851;1900;PRIMI PIATTI;RESTAURANTE;ITALIANA;MODERNO;4809 3439;www.primapiatti.com.ar;;FRENCH;3015;;FRENCH 3015;Recoleta;Comuna 2;1425;C1425AWK
-58,37249396;-34,62067824;2618;PRIMO HUMBERTO;RESTAURANTE;PARRILLA;FOLKLORICO;4300 8621;www.primoh.com.ar;lunes a domingo de 10 al cierre;HUMBERTO 1º;475;;HUMBERTO 1º 475;San Telmo;Comuna 1;;
-58,39668085;-34,60498004;859;PRONTO;RESTAURANTE;MINUTAS;;4951 7286;;;JUNIN;375;;JUNIN 375;Balvanera;Comuna 3;1026;C1026ABG
-58,40492844;-34,59185822;1899;PRONTO CAFE- BAR;CAFE;MINUTAS;CLASICO PORTEÑO;4821 2685;;;ARENALES;2799;;ARENALES 2799;Recoleta;Comuna 2;1425;C1425BEE
-58,37507125;-34,60524201;2455;PRONTO PIZZA;RESTAURANTE;PIZZERIA;MODERNO;;;lunes a sábado de 11 a 23;FLORIDA;233;;FLORIDA 233;San Nicolas;Comuna 1;1005;C1005AAE
-58,37525769;-34,60131068;2454;PRONTO PIZZA;RESTAURANTE;PIZZERIA;MODERNO;4328 2566;;;FLORIDA;577;;FLORIDA 577;San Nicolas;Comuna 1;1005;C1005AAK
-58,40285262;-34,59562475;1901;PROPIZIO;CAFE;MINUTAS;MODERNO;4824 7800;;lunes a domingo de 6.30 a 2;PUEYRREDON AV;1306;;PUEYRREDON AV. 1306;Recoleta;Comuna 2;1118;C1118AAQ
-58,3786892;-34,60013048;2456;PROPUESTA;CONFITERIA;MINUTAS;CLASICO PORTEÑO;4327 4223;;lunes a viernes de 7.30 a 19.30;VIAMONTE;826;;VIAMONTE 826;San Nicolas;Comuna 1;1053;C1053ABR
-58,39652216;-34,6061474;862;PROSCIUTO;RESTAURANTE;INTERNACIONAL;ANTIGUO;4153 2906;;;JUNIN;283;;JUNIN 283;Balvanera;Comuna 3;1026;C1026ABE
-58,40200463;-34,59766023;1902;PROVENCE;CAFE;MINUTAS;MODERNO;4966 2100;;;LARREA;909;;LARREA 909;Recoleta;Comuna 2;1117;C1117ABC
-58,41148591;-34,61172419;860;PSICOSIS;BAR;MINUTAS;CLASICO PORTEÑO;;;;YRIGOYEN HIPOLITO;3199;;YRIGOYEN, HIPOLITO 3199;Balvanera;Comuna 3;1207;C1207ABD
-58,37593727;-34,5988298;2458;PTO. DEL CARMEN;CONFITERIA;MINUTAS;CLASICO PORTEÑO;4322 1054;;lunes a domingo de 6 a 00;CORDOBA;628;;CORDOBA AV. 628;San Nicolas;Comuna 1;1054;C1054AAS
-58,43179905;-34,58907358;398;PUBLICO;RESTAURANTE;MEDITERRANEA;MODERNO;4834 63229;;;GORRITI;5054;;GORRITI 5054;Palermo;Comuna 14;1414;C1414BJR
-58,43443403;-34,62293887;1057;PUCARA;RESTAURANTE;;;;;;ALBERDI JUAN BAUTISTA;493;;ALBERDI, JUAN BAUTISTA AV. 493;Caballito;Comuna 6;1424;C1424BYE
-58,43274996;-34,62283999;1059;PUENTE DE PIEDRA;RESTAURANTE;TRADICIONAL;MODERNO;4921 8500;;;ALBERDI JUAN BAUTISTA;344;;ALBERDI, JUAN BAUTISTA AV. 344;Caballito;Comuna 6;1424;C1424BYQ
-58,44095515;-34,62083864;1058;PUERTA DEL SOL;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;ROSARIO;900;;ROSARIO 900;Caballito;Comuna 6;1424;C1424CCR
-58,36633752;-34,60986956;1624;PUERTO CRISTAL;RESTAURANTE;INTERNACIONAL;;4315 6260;;lunes a domingo mediodía y noche;MOREAU DE JUSTO ALICIA;1082;;MOREAU DE JUSTO, ALICIA AV. 1082;Puerto Madero;Comuna 1;1107;C1107AAV
-58,48742997;-34,62999057;2645;PUERTO DESEADO;RESTAURANTE;PARRILLA;BODEGA;4636 3719;;;SEGUROLA;472;;SEGUROLA AV. 472;Velez Sarsfield;Comuna 10;1407;C1407ANH
-58,3823339;-34,60846071;2457;PUERTO LEYENDA;RESTAURANTE;INTERNACIONAL;;;;;RIVADAVIA AV;1123;;RIVADAVIA AV. 1123;San Nicolas;Comuna 1;1033;C1033AAB
-58,36702196;-34,61924432;2620;PUERTO LUNA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4342 4664;;;CALVO CARLOS;99;;CALVO, CARLOS 99;San Telmo;Comuna 1;1102;C1102AAA
-58,36106216;-34,64100504;1262;PUERTO VIEJO;RESTAURANTE;PARRILLA;COLONIAL;4301 0090;ar.geocities.com/parrillapuertoviejo;;DON PEDRO DE MENDOZA;2103;;DON PEDRO DE MENDOZA AV. 2103;Boca;Comuna 4;1169;C1169AAF
-58,4614534;-34,56444183;548;PULPERIA AL 900;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4781 3291;;;CRAMER;2125;;CRAMER AV. 2125;Belgrano;Comuna 13;1428;C1428CTG
-58,36386582;-34,63929804;1261;PULPERIA LA ARGENTINA;BAR;MINUTAS;FOLKLORICO;;;lunes a domingo de 9.30 a 18;ARAOZ DE LAMADRID G. GRAL.;801;;ARAOZ DE LAMADRID, GREGORIO, GRAL. 801;Boca;Comuna 4;1166;C1166AAO
-58,37109766;-34,62357305;2838;PulperÃƒÂ­a QuilapÃƒÂ¡n;RESTAURANTE;DE AUTOR;HISTÓRICA;011 4307-6288;info@pulperiaquilapan.com;martes a domingo de 8 a 00;Defensa;1344;;DEFENSA 1344;San Telmo;Comuna 1;1143;C1143AAD
-58,50629824;-34,6477781;1314;PUNTA CANA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4635 2790;;;CASTRO EMILIO;5998;;CASTRO, EMILIO AV. 5998;Mataderos;Comuna 9;1440;C1440CLV
-58,39027063;-34,61380632;1462;PUNTA CUORE;RESTAURANTE;MINUTAS;MODERNO;4384 8889;;;BELGRANO;1700;;BELGRANO AV. 1700;Monserrat;Comuna 1;1093;C1093AAR
-58,42392647;-34,60279345;660;PUNTA CUORE;RESTAURANTE;MINUTAS;MODERNO;;;;CORRIENTES;4199;;CORRIENTES AV. 4199;Almagro;Comuna 5;1195;C1195AAA
-58,52052369;-34,65440557;1312;PUNTA NAON;BAR;PIZZERIA;MODERNO;4687 2800;;;CASTRO EMILIO;7328;;CASTRO, EMILIO AV. 7328;Mataderos;Comuna 9;1408;C1408IGX
-58,38960548;-34,59968968;2459;PUNTA SERENA;RESTAURANTE;TRADICIONAL;MODERNO;4811 3165;puntaserena@ciudad.com.ar;;MONTEVIDEO;783;;MONTEVIDEO 783;San Nicolas;Comuna 1;1019;C1019ABO
-58,47152532;-34,63110844;1197;PUNTA Y TACO;RESTAURANTE;MINUTAS;AUTOS;;;;RIVADAVIA;7519;;RIVADAVIA AV. 7519;Flores;Comuna 7;1406;C1406GMF
-58,39821935;-34,60485644;863;PUNTO CERO;BAR;;;;;;URIBURU;388;;URIBURU JOSE E., Pres. 388;Balvanera;Comuna 3;1027;C1027AAH
-58,46807412;-34,54691002;1515;PUNTO OBLIGADO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4704 0404;;;VUELTA DE OBLIGADO;3799;;VUELTA DE OBLIGADO 3799;Núñez;Comuna 13;1429;C1429AVS
-58,41603682;-34,58888253;399;PUNTO SUR;CAFE;MINUTAS;CLASICO PORTEÑO;4821 0687;;;CHARCAS;3615;;CHARCAS 3615;Palermo;Comuna 14;1425;C1425BMW
-58,46650488;-34,53662972;1513;PYKO'S BAR;CAFE;SANDWICHERIA;MODERNO;4702 8794;;;DEL LIBERTADOR;8602;;DEL LIBERTADOR AV. 8602;NuÃƒÂ±ez;Comuna 13;1429;C1429BNT
-58,4302007;-34,57254902;400;PYZZADELICA;CAFE;PIZZERIA;MODERNO;4777 0363;;;BAEZ;207;;BAEZ 207;Palermo;Comuna 14;1426;C1426BRE
-58,44146095;-34,64350587;1544;Q' RICO;RESTAURANTE;BOLIVIANA;CLASICO PORTEÑO;;;lunes a lunes de 10 a 23;COBO;1899;;COBO AV. 1899;Parque Chacabuco;Comuna 7;1406;C1406ILD
-58,39328;-34,59467737;1904;QUEBEC;RESTAURANTE;;;4815 1979;;;CALLAO;1202;;CALLAO AV. 1202;Recoleta;Comuna 2;1023;C1023AAS
-58,40123357;-34,59222023;1903;QUEBEC;CAFE;;;4825 0795;;;PUEYRREDON AV;1637;;PUEYRREDON AV. 1637;Recoleta;Comuna 2;1118;C1118AAG
-58,42618834;-34,58310263;401;QUEBEQ;RESTAURANTE;;;;;;PARAGUAY;4683;;PARAGUAY 4683;Palermo;Comuna 14;1425;C1425BSQ
-58,44091225;-34,66309227;2792;QUE LUGAR;CAFE;;;;;;CORRALES;3157;;CORRALES 3157;Villa Soldati;Comuna 8;1437;C1437GNE
-58,43205233;-34,57158515;403;QUENTIN;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4778 9318;;;BAEZ;390;;BAEZ 390;Palermo;Comuna 14;1426;C1426BRH
-58,44223933;-34,58247167;402;QUENTIN;RESTAURANTE;INTERNACIONAL;ANTIGUO;4774 2563;;;AREVALO;1502;;AREVALO 1502;Palermo;Comuna 14;1414;C1414CQF
-58,39205016;-34,60624786;2460;QUE SE YO;CAFE;MINUTAS;CLASICO PORTEÑO;4371 9061;;;CALLAO;249;;CALLAO AV. 249;San Nicolas;Comuna 1;1022;C1022AAC
-58,39195959;-34,59536832;1905;QUESO Y CRUDO;RESTAURANTE;MEDITERRANEA;CLASICO PORTEÑO;4811 2635;;lunes a domingo de 9 a 3;RODRIGUEZ PEÃƒâ€˜A;1169;;RODRIGUEZ PEÃƒâ€˜A 1169;Recoleta;Comuna 2;;
-58,44578328;-34,59714802;2685;QUE TUL...;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4856 6455;;;PADILLA;1002;;PADILLA 1002;Villa Crespo;Comuna 15;1414;C1414AGR
-58,50310462;-34,64627996;1315;QUICK;BAR;PIZZERIA;MODERNO;4682 0313;;;CASTRO EMILIO;5680;;CASTRO, EMILIO AV. 5680;Mataderos;Comuna 9;1440;C1440CLS
-58,39451267;-34,5950115;1906;QUIERO MAS;RESTAURANTE;;;4812 4031;;;RIOBAMBA;1177;;RIOBAMBA 1177;Recoleta;Comuna 2;1116;C1116ABG
-58,38223473;-34,60903144;1464;QUIJOTE PIZZA CAFE;RESTAURANTE;PIZZERIA;MODERNO;4383 7583;quijotepizza@hotmail.com;;DE MAYO;1101;;DE MAYO AV. 1101;Monserrat;Comuna 1;1085;C1085ABB
-58,4084023;-34,58682794;404;QUILATE;RESTAURANTE;;;4827 0578;;;DIAZ CNEL.;2189;;DIAZ, CNEL. AV. 2189;Recoleta;Comuna 2;1425;C1425DQH
-58,45723042;-34,56160222;549;QUINCY;RESTAURANTE;PIZZERIA;MODERNO;4784 6525;urqu@infovia.com.ar;;CABILDO;2156;;CABILDO AV. 2156;Belgrano;Comuna 13;1428;C1428AAQ
-58,37945416;-34,60431903;2462;QUINTA AVENIDA II;CAFE;MINUTAS;CLASICO PORTEÑO;4326 0295;;lunes a viernes de 7 a 19.30;SUIPACHA;348;;SUIPACHA 348;San Nicolas;Comuna 1;1008;C1008AAH
-58,46590974;-34,62829471;1195;QUINTITOS CAFE;CAFE;MINUTAS;CLASICO PORTEÑO;4612 2372;;;YERBAL;2599;;YERBAL 2599;Flores;Comuna 7;1406;C1406GKE
-58,40934214;-34,61770778;864;QUITAPENAS;CAFE;MINUTAS;CLASICO PORTEÑO;4931 3383;;;URQUIZA Gral.;606;;URQUIZA, Gral. 606;Balvanera;Comuna 3;1221;C1221ADD
-58,3933999;-34,61007483;865;QUORUM;CAFE;TENEDOR LIBRE;MODERNO;4951 0855;;;COMBATE DE LOS POZOS;61;;COMBATE DE LOS POZOS 61;Balvanera;Comuna 3;1079;C1079AAA
-58,37238245;-34,60383878;2461;RABBIT;RESTAURANTE;FAST FOOD;MODERNO;4325 5505;;;RECONQUISTA;349;;RECONQUISTA 349;San Nicolas;Comuna 1;1003;C1003ABG
-58,38436912;-34,59249622;2036;RABELAIS;RESTAURANTE;FRANCESA;FRANCES;4515 0640;;;LIBERTAD;1319;;LIBERTAD 1319;Retiro;Comuna 1;1016;C1016ABA
-58,39244377;-34,58440141;2034;RABELAIS;RESTAURANTE;FRANCESA;FRANCES;4515 0640;;;DEL LIBERTADOR;1319;;DEL LIBERTADOR AV. 1319;Recoleta;Comuna 2;1112;C1112ABD
-58,393983;-34,60201642;866;RAGNAR;RESTAURANTE;MINUTAS;MODERNO;4811 2794;;;TUCUMAN;1899;;TUCUMAN 1899;Balvanera;Comuna 3;1050;C1050AAK
-58,38727701;-34,59113616;2037;RAMIRO;RESTAURANTE;ITALIANA;RUSTICA;4511 4444;;lunes a domingo de 12 a 00;MONTEVIDEO;1655;;MONTEVIDEO 1655;Retiro;Comuna 1;1021;C1021AAA
-58,511251;-34,6584807;1316;RANCHO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4686 3010;;;ALBERDI JUAN BAUTISTA;6900;;ALBERDI, JUAN BAUTISTA AV. 6900;Mataderos;Comuna 9;1440;C1440ABT
-58,45952396;-34,5730642;604;RAPSODIA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4555 7570;rapsodiaconfiteria@hotmail.com;;ELCANO;3189;;ELCANO AV. 3189;Colegiales;Comuna 13;1426;C1426EJC
-58,42460044;-34,59561166;405;RASTRO;BAR;MINUTAS;COLONIAL;;;lunes a viernes de 10 a 19;CABRERA JOSE A.;4199;;CABRERA, JOSE A. 4199;Palermo;Comuna 14;1186;C1186ABA
-58,43178289;-34,58908396;407;RAVE;BAR;INTERNACIONAL;MODERNO;4833 7832;;;GORRITI;5052;;GORRITI 5052;Palermo;Comuna 14;1414;C1414BJR
-58,43953619;-34,5816938;406;RAVELLO;RESTAURANTE;INTERNACIONAL;MODERNO;4770 9400;;;HONDURAS;5906;;HONDURAS 5906;Palermo;Comuna 14;1414;C1414BNL
-58,4253211;-34,59920012;662;RAWSON CAFE;RESTAURANTE;INTERNACIONAL;MODERNO;4862 0629;;;ROCAMORA;4302;;ROCAMORA 4302;Almagro;Comuna 5;1184;C1184ABH
-58,38776114;-34,58817541;1907;RECCO. COFFEE & BEER;RESTAURANTE;;;4813 5579;;;CALLAO;1953;;CALLAO AV. 1953;Recoleta;Comuna 2;1024;C1024AAF
-58,37660121;-34,60109095;2463;RED;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4394 2962;;lunes a domingo de 6 a 22.30;TUCUMAN;693;;TUCUMAN 693;San Nicolas;Comuna 1;1049;C1049AAM
-58,43389138;-34,5788816;409;REGGIO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4774 5656;;;GUATEMALA;5798;;GUATEMALA 5798;Palermo;Comuna 14;1425;C1425BVL
-58,42397424;-34,57574468;411;REGIO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4775 9293;;;SINCLAIR;2934;;SINCLAIR 2934;Palermo;Comuna 14;1425;C1425FRB
-58,39698925;-34,6019442;867;REIKY CAFE;RESTAURANTE;;;4374 9984;;;JUNIN;631;;JUNIN 631;Balvanera;Comuna 3;1026;C1026ABM
-58,38162503;-34,6175964;1465;RELAX;RESTAURANTE;MINUTAS;MODERNO;4383 6505;;;INDEPENDENCIA AV;1101;;INDEPENDENCIA AV. 1101;Monserrat;Comuna 1;1099;C1099AAL
-58,36511252;-34,62268226;1625;RENATINO RISTORANTE;RESTAURANTE;ITALIANA;ELEGANTE;4315 2481;www.renatino.com.ar;;MOREAU DE JUSTO ALICIA;1760;;MOREAU DE JUSTO, ALICIA AV. 1760;Puerto Madero;Comuna 1;1107;C1107AFJ
-58,46307002;-34,64160504;1198;REPATA;CAFE;;;;;;LAFUENTE;925;;LAFUENTE AV. 925;Flores;Comuna 7;1406;C1406ETJ
-58,47393149;-34,65355815;1531;REPLAY;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4671 8991;;lunes a lunes de 9 a 00;PERON EVA;4400;;PERON, EVA AV. 4400;Parque Avellaneda;Comuna 9;1407;C1407HUU
-58,38772367;-34,60067041;2464;RESTAURANT CASA CHINA;RESTAURANTE;INTERNACIONAL;;4371 1352;;;VIAMONTE;1476;;VIAMONTE 1476;San Nicolas;Comuna 1;1055;C1055ABB
-58,39407729;-34,5916992;1908;RESTAURANT DEL CLUB SIRIO;RESTAURANTE;;;4806 5764;;;PACHECO DE MELO JOSE ANDRES;1902;;PACHECO DE MELO, JOSE ANDRES 1902;Recoleta;Comuna 2;1126;C1126AAD
-58,42766541;-34,59838661;661;RESTAURANTE CHINO;RESTAURANTE;;;;;;ESTADO DE ISRAEL;4382;;ESTADO DE ISRAEL AV. 4382;Almagro;Comuna 5;1185;C1185AAP
-58,3944896;-34,58897861;1909;RESTAURANT EL RINCON;RESTAURANTE;ESPAÃ‘OLA;ANTIGUO;4803 8273;;;URIBURU;1759;;URIBURU JOSE E., Pres. 1759;Recoleta;Comuna 2;1114;C1114AAS
-58,37818001;-34,60183221;2466;RESTAURANT VICTORIA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4326 6076;alimentosybebidas@rochester_hotel.com.ar;lunes a domingo de 12 a 15 y de 20 a 23;ESMERALDA;542;;ESMERALDA 542;San Nicolas;Comuna 1;1007;C1007ABD
-58,39381099;-34,60200757;868;RESTAURANT Y CONFITERIA DE LA PROVI;RESTAURANTE;INTERNACIONAL;MODERNO;4813 2721;;;TUCUMAN;1889;;TUCUMAN 1889;Balvanera;Comuna 3;1050;C1050AAK
-58,38978193;-34,59800136;1910;RESTO;RESTAURANTE;DE AUTOR;;4816 6711;;lunes a miércoles de 12 a 15 - jueves a domingo de 20 a 00;MONTEVIDEO;938;;MONTEVIDEO 938;Recoleta;Comuna 2;1019;C1019ABT
-58,43573787;-34,58452893;410;RESTODANTE;RESTAURANTE;INTERNACIONAL;RUSTICA;4899 0930;;;HONDURAS;5535;;HONDURAS 5535;Palermo;Comuna 14;1414;C1414BNC
-58,41353568;-34,59081653;412;RESTOURANT PASO;RESTAURANTE;;;;;;CHARCAS;3382;;CHARCAS 3382;Palermo;Comuna 14;1425;C1425BMR
-58,42868559;-34,6181651;1060;RETABLO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4902 1668;;;LA PLATA;293;;LA PLATA AV. 293;Caballito;Comuna 6;1184;C1184AAC
-58,37471911;-34,61200264;1466;REY CASTRO;RESTAURANTE;CUBANA;CUBANA;;;;PERU;342;;PERU 342;Monserrat;Comuna 1;1067;C1067AAH
-58,37969613;-34,60241615;2465;REY DEL SABOR;RESTAURANTE;FAST FOOD;MODERNO;;;lunes a viernes de 7.30 a 6 - sábado y domingo de 10 a 6;LAVALLE;909;;LAVALLE 909;San Nicolas;Comuna 1;1047;C1047AAS
-58,37801993;-34,59760703;2038;RIALTO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4311 2213;;;PARAGUAY;789;;PARAGUAY 789;Retiro;Comuna 1;1057;C1057AAI
-58,37149692;-34,59868609;2467;RIALTO II;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4313 0897;;lunes a viernes de 7.30 a 18.30;25 DE MAYO;784;;25 DE MAYO 784;San Nicolas;Comuna 1;1002;C1002ABP
-58,37397368;-34,60072602;2468;RIATTO;CAFE;MINUTAS;CLASICO PORTEÑO;4314 7794;;lunes a domingo de 7.30 a 18.30;SAN MARTIN;621;;SAN MARTIN 621;San Nicolas;Comuna 1;1004;C1004AAM
-58,36303264;-34,63704019;1263;RIBERA SUR;BAR;MINUTAS;CLASICO PORTEÑO;4302 2445;;lunes a sábado de 9 a 22.30;SUAREZ;694;;SUAREZ 694;Boca;Comuna 4;1162;C1162AEN
-58,41542135;-34,58726852;413;RICHARD'S;BAR;MINUTAS;CLASICO PORTEÑO;4821 6188;;;ALVAREZ JULIAN;2409;;ALVAREZ, JULIAN 2409;Palermo;Comuna 14;1425;C1425DHK
-58,39866446;-34,60216846;870;RICHMOND;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4951 8466;;;TUCUMAN;2201;;TUCUMAN 2201;Balvanera;Comuna 3;1051;C1051ACA
-58,37530424;-34,60260691;2469;RICHMOND;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4322 1653;www.restauranr.com.ar;;FLORIDA;466;;FLORIDA 466;San Nicolas;Comuna 1;1005;C1005AAJ
